1000 10
155 4 38.000000
155 5 27.000000
155 6 5.000000
155 7 43.000000
155 8 45.000000
155 9 2.000000
156 0 25.000000
156 1 22.000000
156 2 12.000000
156 3 24.000000
156 4 22.000000
156 5 17.000000
156 6 4.000000
156 7 49.000000
156 8 40.000000
156 9 29.000000
157 0 12.000000
157 1 39.000000
157 2 8.000000
157 3 11.000000
157 4 20.000000
157 5 41.000000
157 6 23.000000
157 7 24.000000
157 8 3.000000
157 9 22.000000
158 0 40.000000
158 1 33.000000
158 2 10.000000
158 3 46.000000
158 4 2.000000
158 5 21.000000
158 6 31.000000
158 7 31.000000
158 8 42.000000
158 9 26.000000
159 0 44.000000
159 1 28.000000
159 2 10.000000
159 3 15.000000
159 4 16.000000
159 5 27.000000
159 6 10.000000
159 7 20.000000
159 8 35.000000
159 9 19.000000
160 0 41.000000
160 1 22.000000
160 2 49.000000
160 3 45.000000
160 4 34.000000
160 5 10.000000
160 6 39.000000
160 7 31.000000
160 8 25.000000
160 9 49.000000
161 0 14.000000
161 1 34.000000
161 2 2.000000
161 3 22.000000
161 4 4.000000
161 5 36.000000
161 6 5.000000
161 7 23.000000
161 8 23.000000
161 9 6.000000
162 0 21.000000
162 1 29.000000
162 2 4.000000
162 3 24.000000
162 4 49.000000
162 5 4.000000
162 6 35.000000
162 7 5.000000
162 8 45.000000
162 9 14.000000
163 0 27.000000
163 1 22.000000
163 2 10.000000
163 3 23.000000
163 4 24.000000
163 5 6.000000
163 6 25.000000
163 7 26.000000
163 8 11.000000
163 9 7.000000
164 0 11.000000
164 1 46.000000
164 2 20.000000
164 3 14.000000
164 4 35.000000
164 5 35.000000
164 6 16.000000
164 7 32.000000
164 8 38.000000
164 9 39.000000
165 0 42.000000
165 1 48.000000
165 2 18.000000
165 3 9.000000
165 4 42.000000
165 5 38.000000
165 6 14.000000
165 7 3.000000
165 8 41.000000
165 9 16.000000
166 0 32.000000
166 1 17.000000
166 2 37.000000
166 3 42.000000
166 4 9.000000
166 5 3.000000
166 6 4.000000
166 7 3.000000
166 8 23.000000
166 9 26.000000
167 0 18.000000
167 1 34.000000
167 2 46.000000
167 3 38.000000
167 4 0.000000
167 5 21.000000
167 6 31.000000
167 7 30.000000
167 8 15.000000
167 9 16.000000
168 0 45.000000
168 1 38.000000
168 2 2.000000
168 3 11.000000
168 4 10.000000
168 5 17.000000
168 6 32.000000
168 7 9.000000
168 8 7.000000
168 9 48.000000
169 0 11.000000
169 1 16.000000
169 2 26.000000
169 3 7.000000
169 4 39.000000
169 5 6.000000
169 6 40.000000
169 7 16.000000
169 8 14.000000
169 9 40.000000
170 0 39.000000
170 1 0.000000
170 2 12.000000
170 3 28.000000
170 4 40.000000
170 5 41.000000
170 6 39.000000
170 7 0.000000
170 8 46.000000
170 9 23.000000
171 0 36.000000
171 1 24.000000
171 2 21.000000
171 3 36.000000
171 4 46.000000
171 5 5.000000
171 6 47.000000
171 7 25.000000
171 8 3.000000
171 9 16.000000
172 0 21.000000
172 1 15.000000
172 2 43.000000
172 3 19.000000
172 4 12.000000
172 5 24.000000
172 6 34.000000
172 7 38.000000
172 8 3.000000
172 9 38.000000
173 0 0.000000
173 1 47.000000
173 2 3.000000
173 3 24.000000
173 4 0.000000
173 5 24.000000
173 6 33.000000
173 7 17.000000
173 8 26.000000
173 9 41.000000
174 0 11.000000
174 1 49.000000
174 2 6.000000
174 3 3.000000
174 4 2.000000
174 5 0.000000
174 6 44.000000
174 7 4.000000
174 8 48.000000
174 9 27.000000
175 0 3.000000
175 1 31.000000
175 2 25.000000
175 3 29.000000
175 4 25.000000
175 5 24.000000
175 6 6.000000
175 7 34.000000
175 8 46.000000
175 9 25.000000
176 0 16.000000
176 1 33.000000
176 2 12.000000
176 3 0.000000
176 4 34.000000
176 5 36.000000
176 6 20.000000
176 7 43.000000
176 8 17.000000
176 9 45.000000
177 0 9.000000
177 1 21.000000
177 2 43.000000
177 3 37.000000
177 4 39.000000
177 5 11.000000
177 6 46.000000
177 7 35.000000
177 8 11.000000
177 9 29.000000
178 0 10.000000
178 1 9.000000
178 2 1.000000
178 3 28.000000
178 4 45.000000
178 5 0.000000
178 6 15.000000
178 7 27.000000
178 8 35.000000
178 9 42.000000
179 0 22.000000
179 1 43.000000
179 2 6.000000
179 3 47.000000
179 4 45.000000
179 5 13.000000
179 6 30.000000
179 7 22.000000
179 8 44.000000
179 9 13.000000
180 0 11.000000
180 1 43.000000
180 2 40.000000
180 3 17.000000
180 4 45.000000
180 5 12.000000
180 6 42.000000
180 7 6.000000
180 8 14.000000
180 9 42.000000
181 0 3.000000
181 1 44.000000
181 2 45.000000
181 3 49.000000
181 4 36.000000
181 5 41.000000
181 6 33.000000
181 7 35.000000
181 8 12.000000
181 9 0.000000
182 0 31.000000
182 1 40.000000
182 2 9.000000
182 3 29.000000
182 4 1.000000
182 5 20.000000
182 6 4.000000
182 7 34.000000
182 8 13.000000
182 9 30.000000
183 0 1.000000
183 1 41.000000
183 2 20.000000
183 3 46.000000
183 4 7.000000
183 5 35.000000
183 6 45.000000
183 7 31.000000
183 8 43.000000
183 9 42.000000
184 0 44.000000
184 1 37.000000
184 2 3.000000
184 3 45.000000
184 4 4.000000
184 5 46.000000
184 6 16.000000
184 7 29.000000
184 8 25.000000
184 9 25.000000
185 0 7.000000
185 1 19.000000
185 2 46.000000
185 3 20.000000
185 4 18.000000
185 5 23.000000
185 6 18.000000
185 7 41.000000
185 8 38.000000
185 9 34.000000
186 0 23.000000
186 1 46.000000
186 2 7.000000
186 3 47.000000
186 4 4.000000
186 5 47.000000
186 6 3.000000
186 7 25.000000
186 8 15.000000
186 9 35.000000
187 0 36.000000
187 1 10.000000
187 2 26.000000
187 3 3.000000
187 4 1.000000
187 5 34.000000
187 6 26.000000
187 7 47.000000
187 8 49.000000
187 9 39.000000
188 0 16.000000
188 1 12.000000
188 2 18.000000
188 3 42.000000
188 4 13.000000
188 5 31.000000
188 6 38.000000
188 7 15.000000
188 8 4.000000
188 9 32.000000
189 0 22.000000
189 1 33.000000
189 2 47.000000
189 3 0.000000
189 4 2.000000
189 5 22.000000
189 6 9.000000
189 7 26.000000
189 8 29.000000
189 9 21.000000
190 0 6.000000
190 1 4.000000
190 2 43.000000
190 3 31.000000
190 4 14.000000
190 5 0.000000
190 6 33.000000
190 7 48.000000
190 8 20.000000
190 9 22.000000
191 0 15.000000
191 1 30.000000
191 2 42.000000
191 3 33.000000
191 4 18.000000
191 5 42.000000
191 6 26.000000
191 7 11.000000
191 8 25.000000
191 9 26.000000
192 0 35.000000
192 1 2.000000
192 2 19.000000
192 3 8.000000
192 4 43.000000
192 5 33.000000
192 6 1.000000
192 7 30.000000
192 8 48.000000
192 9 10.000000
193 0 14.000000
193 1 7.000000
193 2 3.000000
193 3 49.000000
193 4 17.000000
193 5 21.000000
193 6 34.000000
193 7 19.000000
193 8 26.000000
193 9 5.000000
194 0 15.000000
194 1 38.000000
194 2 37.000000
194 3 23.000000
194 4 30.000000
194 5 43.000000
194 6 40.000000
194 7 41.000000
194 8 41.000000
194 9 9.000000
195 0 34.000000
195 1 9.000000
195 2 25.000000
195 3 34.000000
195 4 20.000000
195 5 26.000000
195 6 26.000000
195 7 21.000000
195 8 44.000000
195 9 15.000000
196 0 12.000000
196 1 6.000000
196 2 37.000000
196 3 14.000000
196 4 42.000000
196 5 16.000000
196 6 10.000000
196 7 8.000000
196 8 37.000000
196 9 17.000000
197 0 0.000000
197 1 24.000000
197 2 24.000000
197 3 14.000000
197 4 11.000000
197 5 29.000000
197 6 34.000000
197 7 34.000000
197 8 34.000000
197 9 1.000000
198 0 11.000000
198 1 45.000000
198 2 4.000000
198 3 4.000000
198 4 38.000000
198 5 25.000000
198 6 43.000000
198 7 9.000000
198 8 49.000000
198 9 7.000000
199 0 31.000000
199 1 21.000000
199 2 12.000000
199 3 21.000000
199 4 13.000000
199 5 27.000000
199 6 10.000000
199 7 15.000000
199 8 2.000000
199 9 43.000000
200 0 9.000000
200 1 3.000000
200 2 16.000000
200 3 32.000000
200 4 33.000000
200 5 15.000000
200 6 24.000000
200 7 20.000000
200 8 48.000000
200 9 23.000000
201 0 37.000000
201 1 40.000000
201 2 48.000000
201 3 37.000000
201 4 11.000000
201 5 2.000000
201 6 46.000000
201 7 40.000000
201 8 5.000000
201 9 0.000000
202 0 18.000000
202 1 11.000000
202 2 25.000000
202 3 21.000000
202 4 31.000000
202 5 30.000000
202 6 29.000000
202 7 25.000000
202 8 8.000000
202 9 18.000000
203 0 19.000000
203 1 15.000000
203 2 26.000000
203 3 37.000000
203 4 44.000000
203 5 15.000000
203 6 25.000000
203 7 18.000000
203 8 46.000000
203 9 27.000000
204 0 33.000000
204 1 1.000000
204 2 20.000000
204 3 43.000000
204 4 12.000000
204 5 48.000000
204 6 33.000000
204 7 45.000000
204 8 3.000000
204 9 45.000000
205 0 25.000000
205 1 7.000000
205 2 8.000000
205 3 24.000000
205 4 6.000000
205 5 45.000000
205 6 13.000000
205 7 3.000000
205 8 1.000000
205 9 41.000000
206 0 28.000000
206 1 13.000000
206 2 2.000000
206 3 12.000000
206 4 2.000000
206 5 21.000000
206 6 49.000000
206 7 31.000000
206 8 35.000000
206 9 0.000000
207 0 29.000000
207 1 20.000000
207 2 35.000000
207 3 14.000000
207 4 29.000000
207 5 26.000000
207 6 13.000000
207 7 41.000000
207 8 33.000000
207 9 7.000000
208 0 30.000000
208 1 3.000000
208 2 32.000000
208 3 16.000000
208 4 43.000000
208 5 36.000000
208 6 42.000000
208 7 36.000000
208 8 35.000000
208 9 29.000000
209 0 15.000000
209 1 46.000000
209 2 29.000000
209 3 32.000000
209 4 33.000000
209 5 44.000000
209 6 48.000000
209 7 36.000000
209 8 17.000000
209 9 19.000000
210 0 22.000000
210 1 28.000000
210 2 17.000000
210 3 36.000000
210 4 24.000000
210 5 40.000000
210 6 30.000000
210 7 29.000000
210 8 18.000000
210 9 48.000000
211 0 9.000000
211 1 11.000000
211 2 8.000000
211 3 38.000000
211 4 31.000000
211 5 48.000000
211 6 38.000000
211 7 43.000000
211 8 26.000000
211 9 2.000000
212 0 26.000000
212 1 45.000000
212 2 43.000000
212 3 9.000000
212 4 48.000000
212 5 46.000000
212 6 45.000000
212 7 10.000000
212 8 9.000000
212 9 35.000000
213 0 15.000000
213 1 24.000000
213 2 44.000000
213 3 29.000000
213 4 41.000000
213 5 23.000000
213 6 19.000000
213 7 21.000000
213 8 13.000000
213 9 33.000000
214 0 19.000000
214 1 1.000000
214 2 49.000000
214 3 46.000000
214 4 27.000000
214 5 42.000000
214 6 10.000000
214 7 16.000000
214 8 47.000000
214 9 1.000000
215 0 27.000000
215 1 47.000000
215 2 45.000000
215 3 43.000000
215 4 19.000000
215 5 39.000000
215 6 20.000000
215 7 42.000000
215 8 3.000000
215 9 20.000000
216 0 0.000000
216 1 15.000000
216 2 36.000000
216 3 20.000000
216 4 43.000000
216 5 42.000000
216 6 25.000000
216 7 44.000000
216 8 7.000000
216 9 37.000000
217 0 25.000000
217 1 15.000000
217 2 24.000000
217 3 34.000000
217 4 29.000000
217 5 13.000000
217 6 34.000000
217 7 23.000000
217 8 48.000000
217 9 27.000000
218 0 28.000000
218 1 14.000000
218 2 1.000000
218 3 47.000000
218 4 17.000000
218 5 24.000000
218 6 15.000000
218 7 1.000000
218 8 24.000000
218 9 5.000000
219 0 48.000000
219 1 4.000000
219 2 10.000000
219 3 7.000000
219 4 11.000000
219 5 27.000000
219 6 7.000000
219 7 33.000000
219 8 9.000000
219 9 29.000000
220 0 37.000000
220 1 1.000000
220 2 2.000000
220 3 24.000000
220 4 47.000000
220 5 40.000000
220 6 40.000000
220 7 24.000000
220 8 3.000000
220 9 1.000000
221 0 22.000000
221 1 15.000000
221 2 43.000000
221 3 25.000000
221 4 18.000000
221 5 0.000000
221 6 1.000000
221 7 43.000000
221 8 30.000000
221 9 40.000000
222 0 7.000000
222 1 34.000000
222 2 17.000000
222 3 26.000000
222 4 4.000000
222 5 12.000000
222 6 35.000000
222 7 7.000000
222 8 47.000000
222 9 6.000000
223 0 32.000000
223 1 30.000000
223 2 42.000000
223 3 3.000000
223 4 35.000000
223 5 19.000000
223 6 11.000000
223 7 29.000000
223 8 23.000000
223 9 18.000000
224 0 45.000000
224 1 15.000000
224 2 40.000000
224 3 12.000000
224 4 37.000000
224 5 11.000000
224 6 45.000000
224 7 13.000000
224 8 0.000000
224 9 8.000000
225 0 5.000000
225 1 13.000000
225 2 5.000000
225 3 8.000000
225 4 28.000000
225 5 1.000000
225 6 30.000000
225 7 33.000000
225 8 25.000000
225 9 23.000000
226 0 37.000000
226 1 6.000000
226 2 16.000000
226 3 3.000000
226 4 12.000000
226 5 36.000000
226 6 37.000000
226 7 9.000000
226 8 9.000000
226 9 43.000000
227 0 25.000000
227 1 10.000000
227 2 45.000000
227 3 8.000000
227 4 19.000000
227 5 35.000000
227 6 6.000000
227 7 24.000000
227 8 30.000000
227 9 38.000000
228 0 48.000000
228 1 29.000000
228 2 14.000000
228 3 38.000000
228 4 3.000000
228 5 39.000000
228 6 23.000000
228 7 21.000000
228 8 23.000000
228 9 7.000000
229 0 17.000000
229 1 44.000000
229 2 9.000000
229 3 31.000000
229 4 36.000000
229 5 34.000000
229 6 31.000000
229 7 13.000000
229 8 42.000000
229 9 23.000000
230 0 8.000000
230 1 36.000000
230 2 47.000000
230 3 26.000000
230 4 8.000000
230 5 12.000000
230 6 40.000000
230 7 11.000000
230 8 38.000000
230 9 41.000000
231 0 15.000000
231 1 8.000000
231 2 5.000000
231 3 30.000000
231 4 12.000000
231 5 36.000000
231 6 41.000000
231 7 16.000000
231 8 44.000000
231 9 23.000000
232 0 31.000000
232 1 42.000000
232 2 49.000000
232 3 19.000000
232 4 38.000000
232 5 1.000000
232 6 36.000000
232 7 31.000000
232 8 10.000000
232 9 13.000000
233 0 41.000000
233 1 19.000000
233 2 45.000000
233 3 33.000000
233 4 34.000000
233 5 34.000000
233 6 28.000000
233 7 35.000000
233 8 9.000000
233 9 40.000000
234 0 36.000000
234 1 31.000000
234 2 32.000000
234 3 44.000000
234 4 38.000000
234 5 4.000000
234 6 14.000000
234 7 49.000000
234 8 41.000000
234 9 29.000000
235 0 23.000000
235 1 27.000000
235 2 45.000000
235 3 49.000000
235 4 1.000000
235 5 30.000000
235 6 40.000000
235 7 41.000000
235 8 32.000000
235 9 7.000000
236 0 41.000000
236 1 6.000000
236 2 9.000000
236 3 0.000000
236 4 45.000000
236 5 26.000000
236 6 42.000000
236 7 9.000000
236 8 17.000000
236 9 13.000000
237 0 49.000000
237 1 0.000000
237 2 16.000000
237 3 20.000000
237 4 30.000000
237 5 16.000000
237 6 19.000000
237 7 2.000000
237 8 4.000000
237 9 34.000000
238 0 38.000000
238 1 33.000000
238 2 14.000000
238 3 36.000000
238 4 4.000000
238 5 30.000000
238 6 14.000000
238 7 8.000000
238 8 13.000000
238 9 3.000000
239 0 43.000000
239 1 19.000000
239 2 14.000000
239 3 45.000000
239 4 21.000000
239 5 13.000000
239 6 6.000000
239 7 48.000000
239 8 3.000000
239 9 43.000000
240 0 0.000000
240 1 29.000000
240 2 31.000000
240 3 33.000000
240 4 15.000000
240 5 3.000000
240 6 23.000000
240 7 24.000000
240 8 41.000000
240 9 0.000000
241 0 15.000000
241 1 41.000000
241 2 16.000000
241 3 49.000000
241 4 19.000000
241 5 19.000000
241 6 49.000000
241 7 26.000000
241 8 37.000000
241 9 11.000000
242 0 22.000000
242 1 32.000000
242 2 33.000000
242 3 21.000000
242 4 15.000000
242 5 35.000000
242 6 27.000000
242 7 9.000000
242 8 48.000000
242 9 42.000000
243 0 34.000000
243 1 37.000000
243 2 41.000000
243 3 24.000000
243 4 42.000000
243 5 20.000000
243 6 0.000000
243 7 5.000000
243 8 35.000000
243 9 29.000000
244 0 4.000000
244 1 6.000000
244 2 9.000000
244 3 49.000000
244 4 45.000000
244 5 32.000000
244 6 34.000000
244 7 4.000000
244 8 46.000000
244 9 48.000000
245 0 1.000000
245 1 6.000000
245 2 41.000000
245 3 14.000000
245 4 3.000000
245 5 7.000000
245 6 21.000000
245 7 9.000000
245 8 36.000000
245 9 31.000000
246 0 8.000000
246 1 13.000000
246 2 42.000000
246 3 33.000000
246 4 18.000000
246 5 2.000000
246 6 36.000000
246 7 22.000000
246 8 42.000000
246 9 12.000000
247 0 49.000000
247 1 30.000000
247 2 3.000000
247 3 12.000000
247 4 43.000000
247 5 25.000000
247 6 23.000000
247 7 12.000000
247 8 31.000000
247 9 48.000000
248 0 31.000000
248 1 26.000000
248 2 2.000000
248 3 28.000000
248 4 31.000000
248 5 26.000000
248 6 38.000000
248 7 28.000000
248 8 9.000000
248 9 46.000000
249 0 20.000000
249 1 43.000000
249 2 17.000000
249 3 34.000000
249 4 33.000000
249 5 37.000000
249 6 18.000000
249 7 18.000000
249 8 6.000000
249 9 8.000000
250 0 40.000000
250 1 19.000000
250 2 28.000000
250 3 39.000000
250 4 10.000000
250 5 45.000000
250 6 22.000000
250 7 42.000000
250 8 23.000000
250 9 20.000000
251 0 43.000000
251 1 1.000000
251 2 44.000000
251 3 36.000000
251 4 40.000000
251 5 47.000000
251 6 3.000000
251 7 30.000000
251 8 14.000000
251 9 31.000000
252 0 13.000000
252 1 4.000000
252 2 25.000000
252 3 21.000000
252 4 31.000000
252 5 38.000000
252 6 33.000000
252 7 45.000000
252 8 13.000000
252 9 46.000000
253 0 27.000000
253 1 26.000000
253 2 4.000000
253 3 3.000000
253 4 27.000000
253 5 13.000000
253 6 47.000000
253 7 27.000000
253 8 26.000000
253 9 16.000000
254 0 41.000000
254 1 18.000000
254 2 45.000000
254 3 34.000000
254 4 26.000000
254 5 36.000000
254 6 7.000000
254 7 36.000000
254 8 14.000000
254 9 29.000000
255 0 21.000000
255 1 49.000000
255 2 2.000000
255 3 39.000000
255 4 36.000000
255 5 16.000000
255 6 40.000000
255 7 3.000000
255 8 34.000000
255 9 41.000000
256 0 7.000000
256 1 6.000000
256 2 40.000000
256 3 17.000000
256 4 25.000000
256 5 28.000000
256 6 45.000000
256 7 49.000000
256 8 19.000000
256 9 4.000000
257 0 2.000000
257 1 2.000000
257 2 9.000000
257 3 39.000000
257 4 7.000000
257 5 9.000000
257 6 34.000000
257 7 19.000000
257 8 39.000000
257 9 7.000000
258 0 21.000000
258 1 43.000000
258 2 35.000000
258 3 29.000000
258 4 17.000000
258 5 40.000000
258 6 0.000000
258 7 45.000000
258 8 24.000000
258 9 2.000000
259 0 46.000000
259 1 34.000000
259 2 43.000000
259 3 33.000000
259 4 29.000000
259 5 31.000000
259 6 23.000000
259 7 27.000000
259 8 8.000000
259 9 38.000000
260 0 39.000000
260 1 1.000000
260 2 11.000000
260 3 18.000000
260 4 31.000000
260 5 12.000000
260 6 20.000000
260 7 4.000000
260 8 19.000000
260 9 1.000000
261 0 29.000000
261 1 13.000000
261 2 12.000000
261 3 6.000000
261 4 2.000000
261 5 45.000000
261 6 39.000000
261 7 3.000000
261 8 26.000000
261 9 11.000000
262 0 26.000000
262 1 11.000000
262 2 23.000000
262 3 34.000000
262 4 0.000000
262 5 28.000000
262 6 32.000000
262 7 19.000000
262 8 48.000000
262 9 8.000000
263 0 42.000000
263 1 19.000000
263 2 15.000000
263 3 18.000000
263 4 9.000000
263 5 12.000000
263 6 34.000000
263 7 19.000000
263 8 2.000000
263 9 45.000000
264 0 41.000000
264 1 9.000000
264 2 40.000000
264 3 38.000000
264 4 33.000000
264 5 39.000000
264 6 13.000000
264 7 12.000000
264 8 25.000000
264 9 42.000000
265 0 24.000000
265 1 30.000000
265 2 38.000000
265 3 48.000000
265 4 45.000000
265 5 44.000000
265 6 31.000000
265 7 10.000000
265 8 28.000000
265 9 25.000000
266 0 35.000000
266 1 12.000000
266 2 1.000000
266 3 17.000000
266 4 38.000000
266 5 18.000000
266 6 15.000000
266 7 39.000000
266 8 48.000000
266 9 36.000000
267 0 9.000000
267 1 17.000000
267 2 41.000000
267 3 25.000000
267 4 2.000000
267 5 4.000000
267 6 6.000000
267 7 4.000000
267 8 18.000000
267 9 26.000000
268 0 25.000000
268 1 30.000000
268 2 0.000000
268 3 39.000000
268 4 41.000000
268 5 9.000000
268 6 12.000000
268 7 43.000000
268 8 34.000000
268 9 8.000000
269 0 35.000000
269 1 3.000000
269 2 48.000000
269 3 45.000000
269 4 27.000000
269 5 27.000000
269 6 45.000000
269 7 19.000000
269 8 39.000000
269 9 36.000000
270 0 15.000000
270 1 0.000000
270 2 30.000000
270 3 1.000000
270 4 20.000000
270 5 32.000000
270 6 21.000000
270 7 16.000000
270 8 34.000000
270 9 3.000000
271 0 5.000000
271 1 11.000000
271 2 44.000000
271 3 10.000000
271 4 27.000000
271 5 11.000000
271 6 28.000000
271 7 10.000000
271 8 49.000000
271 9 33.000000
272 0 18.000000
272 1 6.000000
272 2 11.000000
272 3 39.000000
272 4 10.000000
272 5 35.000000
272 6 30.000000
272 7 26.000000
272 8 42.000000
272 9 15.000000
273 0 21.000000
273 1 41.000000
273 2 3.000000
273 3 9.000000
273 4 9.000000
273 5 38.000000
273 6 35.000000
273 7 31.000000
273 8 23.000000
273 9 23.000000
274 0 14.000000
274 1 3.000000
274 2 24.000000
274 3 13.000000
274 4 11.000000
274 5 41.000000
274 6 38.000000
274 7 32.000000
274 8 42.000000
274 9 17.000000
275 0 11.000000
275 1 8.000000
275 2 18.000000
275 3 41.000000
275 4 37.000000
275 5 11.000000
275 6 11.000000
275 7 14.000000
275 8 44.000000
275 9 45.000000
276 0 5.000000
276 1 12.000000
276 2 22.000000
276 3 48.000000
276 4 43.000000
276 5 4.000000
276 6 19.000000
276 7 21.000000
276 8 46.000000
276 9 17.000000
277 0 49.000000
277 1 13.000000
277 2 33.000000
277 3 36.000000
277 4 21.000000
277 5 11.000000
277 6 1.000000
277 7 1.000000
277 8 45.000000
277 9 15.000000
278 0 32.000000
278 1 15.000000
278 2 8.000000
278 3 39.000000
278 4 47.000000
278 5 39.000000
278 6 22.000000
278 7 40.000000
278 8 22.000000
278 9 38.000000
279 0 8.000000
279 1 26.000000
279 2 36.000000
279 3 29.000000
279 4 1.000000
279 5 30.000000
279 6 9.000000
279 7 6.000000
279 8 27.000000
279 9 17.000000
280 0 34.000000
280 1 41.000000
280 2 2.000000
280 3 38.000000
280 4 8.000000
280 5 42.000000
280 6 4.000000
280 7 1.000000
280 8 9.000000
280 9 44.000000
281 0 16.000000
281 1 16.000000
281 2 4.000000
281 3 0.000000
281 4 7.000000
281 5 33.000000
281 6 33.000000
281 7 5.000000
281 8 17.000000
281 9 43.000000
282 0 44.000000
282 1 45.000000
282 2 3.000000
282 3 32.000000
282 4 39.000000
282 5 47.000000
282 6 38.000000
282 7 26.000000
282 8 38.000000
282 9 48.000000
283 0 22.000000
283 1 25.000000
283 2 15.000000
283 3 43.000000
283 4 19.000000
283 5 47.000000
283 6 2.000000
283 7 5.000000
283 8 44.000000
283 9 17.000000
284 0 10.000000
284 1 48.000000
284 2 47.000000
284 3 38.000000
284 4 16.000000
284 5 27.000000
284 6 47.000000
284 7 47.000000
284 8 9.000000
284 9 40.000000
285 0 33.000000
285 1 29.000000
285 2 45.000000
285 3 3.000000
285 4 42.000000
285 5 4.000000
285 6 39.000000
285 7 28.000000
285 8 41.000000
285 9 20.000000
286 0 34.000000
286 1 7.000000
286 2 33.000000
286 3 41.000000
286 4 27.000000
286 5 4.000000
286 6 15.000000
286 7 36.000000
286 8 12.000000
286 9 47.000000
287 0 0.000000
287 1 38.000000
287 2 23.000000
287 3 46.000000
287 4 11.000000
287 5 15.000000
287 6 2.000000
287 7 32.000000
287 8 2.000000
287 9 47.000000
288 0 48.000000
288 1 19.000000
288 2 46.000000
288 3 44.000000
288 4 40.000000
288 5 23.000000
288 6 11.000000
288 7 46.000000
288 8 42.000000
288 9 27.000000
289 0 1.000000
289 1 4.000000
289 2 32.000000
289 3 16.000000
289 4 9.000000
289 5 33.000000
289 6 38.000000
289 7 15.000000
289 8 30.000000
289 9 5.000000
290 0 48.000000
290 1 33.000000
290 2 2.000000
290 3 8.000000
290 4 45.000000
290 5 35.000000
290 6 15.000000
290 7 35.000000
290 8 20.000000
290 9 48.000000
291 0 32.000000
291 1 32.000000
291 2 42.000000
291 3 19.000000
291 4 38.000000
291 5 16.000000
291 6 26.000000
291 7 22.000000
291 8 12.000000
291 9 46.000000
292 0 21.000000
292 1 17.000000
292 2 41.000000
292 3 23.000000
292 4 21.000000
292 5 38.000000
292 6 48.000000
292 7 16.000000
292 8 40.000000
292 9 45.000000
293 0 34.000000
293 1 11.000000
293 2 23.000000
293 3 17.000000
293 4 40.000000
293 5 15.000000
293 6 35.000000
293 7 40.000000
293 8 35.000000
293 9 13.000000
294 0 30.000000
294 1 32.000000
294 2 4.000000
294 3 19.000000
294 4 15.000000
294 5 28.000000
294 6 16.000000
294 7 1.000000
294 8 4.000000
294 9 31.000000
295 0 14.000000
295 1 32.000000
295 2 3.000000
295 3 30.000000
295 4 25.000000
295 5 21.000000
295 6 2.000000
295 7 29.000000
295 8 46.000000
295 9 11.000000
296 0 36.000000
296 1 34.000000
296 2 18.000000
296 3 37.000000
296 4 44.000000
296 5 22.000000
296 6 10.000000
296 7 9.000000
296 8 1.000000
296 9 3.000000
297 0 0.000000
297 1 10.000000
297 2 11.000000
297 3 46.000000
297 4 31.000000
297 5 46.000000
297 6 42.000000
297 7 12.000000
297 8 36.000000
297 9 26.000000
298 0 38.000000
298 1 48.000000
298 2 13.000000
298 3 40.000000
298 4 36.000000
298 5 32.000000
298 6 12.000000
298 7 47.000000
298 8 4.000000
298 9 29.000000
299 0 16.000000
299 1 46.000000
299 2 5.000000
299 3 41.000000
299 4 12.000000
299 5 4.000000
299 6 25.000000
299 7 31.000000
299 8 37.000000
299 9 41.000000
300 0 8.000000
300 1 6.000000
300 2 44.000000
300 3 22.000000
300 4 27.000000
300 5 22.000000
300 6 38.000000
300 7 31.000000
300 8 24.000000
300 9 23.000000
301 0 10.000000
301 1 40.000000
301 2 27.000000
301 3 1.000000
301 4 43.000000
301 5 42.000000
301 6 44.000000
301 7 20.000000
301 8 46.000000
301 9 24.000000
302 0 21.000000
302 1 35.000000
302 2 11.000000
302 3 30.000000
302 4 12.000000
302 5 3.000000
302 6 33.000000
302 7 14.000000
302 8 26.000000
302 9 19.000000
303 0 10.000000
303 1 5.000000
303 2 22.000000
303 3 44.000000
303 4 34.000000
303 5 4.000000
303 6 33.000000
303 7 41.000000
303 8 9.000000
303 9 12.000000
304 0 12.000000
304 1 40.000000
304 2 24.000000
304 3 6.000000
304 4 36.000000
304 5 20.000000
304 6 33.000000
304 7 10.000000
304 8 36.000000
304 9 42.000000
305 0 34.000000
305 1 21.000000
305 2 40.000000
305 3 42.000000
305 4 48.000000
305 5 39.000000
305 6 12.000000
305 7 43.000000
305 8 19.000000
305 9 22.000000
306 0 37.000000
306 1 40.000000
306 2 5.000000
306 3 32.000000
306 4 5.000000
306 5 27.000000
306 6 41.000000
306 7 16.000000
306 8 35.000000
306 9 45.000000
307 0 35.000000
307 1 38.000000
307 2 19.000000
307 3 19.000000
307 4 36.000000
307 5 46.000000
307 6 30.000000
307 7 44.000000
307 8 48.000000
307 9 28.000000
308 0 47.000000
308 1 24.000000
308 2 6.000000
308 3 42.000000
308 4 40.000000
308 5 13.000000
308 6 36.000000
308 7 42.000000
308 8 31.000000
308 9 21.000000
309 0 34.000000
309 1 13.000000
309 2 9.000000
309 3 47.000000
309 4 43.000000
309 5 18.000000
309 6 11.000000
309 7 11.000000
309 8 31.000000
309 9 8.000000
310 0 34.000000
310 1 18.000000
310 2 14.000000
310 3 1.000000
310 4 48.000000
310 5 35.000000
310 6 22.000000
310 7 28.000000
310 8 5.000000
